movieid,title,genre,img_path
1281,the great dictator,['Comedy'],dataset/images/1281.jpg
3755,the perfect storm,"['Action', 'Adventure', 'Thriller']",dataset/images/3755.jpg
2735,the golden child,"['Action', 'Adventure', 'Comedy']",dataset/images/2735.jpg
2424,you've got mail,"['Comedy', 'Romance']",dataset/images/2424.jpg
2047,the gnome-mobile,"[""Children's""]",dataset/images/2047.jpg
2826,the 13th warrior,"['Action', 'Horror', 'Thriller']",dataset/images/2826.jpg
824,kaspar hauser,['Drama'],dataset/images/824.jpg
2141,an american tail,"['Animation', ""Children's"", 'Comedy']",dataset/images/2141.jpg
3674,for the love of benji,"['Adventure', ""Children's""]",dataset/images/3674.jpg
3238,eye of the beholder,['Thriller'],dataset/images/3238.jpg
2166,return to paradise,"['Drama', 'Romance']",dataset/images/2166.jpg
1511,a chef in love,['Comedy'],dataset/images/1511.jpg
2084,newsies,"[""Children's"", 'Musical']",dataset/images/2084.jpg
2263,the seventh sign,['Thriller'],dataset/images/2263.jpg
2429,mighty joe young,"['Adventure', ""Children's"", 'Drama']",dataset/images/2429.jpg
1331,audrey rose,['Horror'],dataset/images/1331.jpg
3734,prince of the city,['Drama'],dataset/images/3734.jpg
2109,the jerk,['Comedy'],dataset/images/2109.jpg
3404,titanic,"['Action', 'Drama']",dataset/images/3404.jpg
1238,local hero,['Comedy'],dataset/images/1238.jpg
1359,jingle all the way,"['Adventure', ""Children's"", 'Comedy']",dataset/images/1359.jpg
1079,a fish called wanda,['Comedy'],dataset/images/1079.jpg
1092,basic instinct,"['Mystery', 'Thriller']",dataset/images/1092.jpg
1237,the seventh seal,['Drama'],dataset/images/1237.jpg
1279,night on earth,"['Comedy', 'Drama']",dataset/images/1279.jpg
510,poetic justice,['Drama'],dataset/images/510.jpg
851,basquiat,['Drama'],dataset/images/851.jpg
2927,brief encounter,"['Drama', 'Romance']",dataset/images/2927.jpg
2193,willow,"['Action', 'Adventure', 'Fantasy']",dataset/images/2193.jpg
36,dead man walking,['Drama'],dataset/images/36.jpg
2722,deep blue sea,"['Action', 'Sci-Fi', 'Thriller']",dataset/images/2722.jpg
1073,willy wonka and the chocolate factory,"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",dataset/images/1073.jpg
943,the ghost and mrs. muir,"['Drama', 'Romance']",dataset/images/943.jpg
1972,a nightmare on elm street 5: the dream child,['Horror'],dataset/images/1972.jpg
2744,otello,['Drama'],dataset/images/2744.jpg
1077,sleeper,"['Comedy', 'Sci-Fi']",dataset/images/1077.jpg
7,sabrina,"['Comedy', 'Romance']",dataset/images/7.jpg
2392,jack frost,"['Comedy', 'Drama']",dataset/images/2392.jpg
473,in the army now,"['Comedy', 'War']",dataset/images/473.jpg
2077,the journey of natty gann,"['Adventure', ""Children's""]",dataset/images/2077.jpg
2633,the mummy,"['Horror', 'Romance']",dataset/images/2633.jpg
106,nobody loves me,"['Comedy', 'Drama']",dataset/images/106.jpg
3653,the endless summer,['Documentary'],dataset/images/3653.jpg
1610,the hunt for red october,"['Action', 'Thriller']",dataset/images/1610.jpg
3440,teenage mutant ninja turtles iii,"['Action', ""Children's"", 'Fantasy']",dataset/images/3440.jpg
3781,shaft in africa,"['Action', 'Crime']",dataset/images/3781.jpg
2382,police academy 5: assignment: miami beach,['Comedy'],dataset/images/2382.jpg
291,poison ivy ii,['Thriller'],dataset/images/291.jpg
3120,the distinguished gentleman,['Comedy'],dataset/images/3120.jpg
2328,vampires,['Horror'],dataset/images/2328.jpg
3130,bonfire of the vanities,['Comedy'],dataset/images/3130.jpg
2996,music of the heart,['Drama'],dataset/images/2996.jpg
3741,badlands,"['Crime', 'Drama']",dataset/images/3741.jpg
3111,places in the heart,['Drama'],dataset/images/3111.jpg
3142,u2: rattle and hum,"['Documentary', 'Musical']",dataset/images/3142.jpg
3571,time code,['Drama'],dataset/images/3571.jpg
2665,earth vs. the flying saucers,['Sci-Fi'],dataset/images/2665.jpg
1676,starship troopers,"['Action', 'Adventure', 'Sci-Fi', 'War']",dataset/images/1676.jpg
533,the shadow,['Action'],dataset/images/533.jpg
2965,the omega code,['Action'],dataset/images/2965.jpg
1480,smilla's sense of snow,"['Action', 'Drama', 'Thriller']",dataset/images/1480.jpg
3143,hell in the pacific,"['Drama', 'War']",dataset/images/3143.jpg
1356,star trek: first contact,"['Action', 'Adventure', 'Sci-Fi']",dataset/images/1356.jpg
3775,make mine music,"['Animation', ""Children's"", 'Musical']",dataset/images/3775.jpg
1328,the amityville curse,['Horror'],dataset/images/1328.jpg
831,stonewall,['Drama'],dataset/images/831.jpg
3478,la bamba,['Drama'],dataset/images/3478.jpg
3773,house party,['Comedy'],dataset/images/3773.jpg
2400,prancer,"[""Children's"", 'Drama']",dataset/images/2400.jpg
3852,the tao of steve,['Comedy'],dataset/images/3852.jpg
3038,a face in the crowd,['Drama'],dataset/images/3038.jpg
2267,mortal thoughts,"['Mystery', 'Thriller']",dataset/images/2267.jpg
355,the flintstones,"[""Children's"", 'Comedy']",dataset/images/355.jpg
1702,flubber,"[""Children's"", 'Comedy', 'Fantasy']",dataset/images/1702.jpg
191,the scarlet letter,['Drama'],dataset/images/191.jpg
1750,star kid,"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']",dataset/images/1750.jpg
1064,aladdin and the king of thieves,"['Animation', ""Children's"", 'Comedy']",dataset/images/1064.jpg
3707,nine 1/2 weeks,['Drama'],dataset/images/3707.jpg
708,the truth about cats & dogs,"['Comedy', 'Romance']",dataset/images/708.jpg
3806,mackenna's gold,['Western'],dataset/images/3806.jpg
3320,mifune,"['Comedy', 'Romance']",dataset/images/3320.jpg
3317,wonder boys,"['Comedy', 'Drama']",dataset/images/3317.jpg
1105,children of the corn iv: the gathering,['Horror'],dataset/images/1105.jpg
2243,broadcast news,"['Comedy', 'Drama', 'Romance']",dataset/images/2243.jpg
2794,european vacation,['Comedy'],dataset/images/2794.jpg
1626,fire down below,"['Action', 'Drama', 'Thriller']",dataset/images/1626.jpg
3428,the champ,['Drama'],dataset/images/3428.jpg
2611,the winslow boy,['Drama'],dataset/images/2611.jpg
1411,hamlet,['Drama'],dataset/images/1411.jpg
3054,pokã©mon: the first movie,"['Animation', ""Children's""]",dataset/images/3054.jpg
3678,the man with the golden arm,['Drama'],dataset/images/3678.jpg
1859,taste of cherry,['Drama'],dataset/images/1859.jpg
65,bio-dome,['Comedy'],dataset/images/65.jpg
430,calendar girl,['Drama'],dataset/images/430.jpg
3421,animal house,['Comedy'],dataset/images/3421.jpg
1582,wild america,"['Adventure', ""Children's""]",dataset/images/1582.jpg
2436,tea with mussolini,['Comedy'],dataset/images/2436.jpg
1022,cinderella,"['Animation', ""Children's"", 'Musical']",dataset/images/1022.jpg
208,waterworld,"['Action', 'Adventure']",dataset/images/208.jpg
3103,stanley & iris,"['Drama', 'Romance']",dataset/images/3103.jpg
2906,random hearts,"['Drama', 'Romance']",dataset/images/2906.jpg
1554,the pillow book,"['Drama', 'Romance']",dataset/images/1554.jpg
2065,the purple rose of cairo,"['Comedy', 'Drama', 'Romance']",dataset/images/2065.jpg
1581,out to sea,['Comedy'],dataset/images/1581.jpg
1465,rosewood,['Drama'],dataset/images/1465.jpg
2427,the thin red line,"['Action', 'Drama', 'War']",dataset/images/2427.jpg
2017,babes in toyland,"[""Children's"", 'Fantasy', 'Musical']",dataset/images/2017.jpg
3937,runaway,"['Sci-Fi', 'Thriller']",dataset/images/3937.jpg
1217,ran,"['Drama', 'War']",dataset/images/1217.jpg
1623,wishmaster,['Horror'],dataset/images/1623.jpg
86,white squall,"['Adventure', 'Drama']",dataset/images/86.jpg
1613,star maps,['Drama'],dataset/images/1613.jpg
2003,gremlins,"['Comedy', 'Horror']",dataset/images/2003.jpg
1639,chasing amy,"['Drama', 'Romance']",dataset/images/1639.jpg
2221,blackmail,['Thriller'],dataset/images/2221.jpg
3884,the crew,['Comedy'],dataset/images/3884.jpg
3632,monsieur verdoux,['Comedy'],dataset/images/3632.jpg
3494,true grit,"['Adventure', 'Western']",dataset/images/3494.jpg
412,the age of innocence,['Drama'],dataset/images/412.jpg
978,the blue angel,['Drama'],dataset/images/978.jpg
2904,rain,['Drama'],dataset/images/2904.jpg
454,the firm,"['Drama', 'Thriller']",dataset/images/454.jpg
3659,quatermass ii,"['Sci-Fi', 'Thriller']",dataset/images/3659.jpg
2951,a fistful of dollars,"['Action', 'Western']",dataset/images/2951.jpg
2262,about last night...,"['Comedy', 'Drama', 'Romance']",dataset/images/2262.jpg
957,the scarlet letter,['Drama'],dataset/images/957.jpg
910,some like it hot,"['Comedy', 'Crime']",dataset/images/910.jpg
710,celtic pride,['Comedy'],dataset/images/710.jpg
2917,body heat,"['Crime', 'Thriller']",dataset/images/2917.jpg
3135,the great santini,['Drama'],dataset/images/3135.jpg
1646,rocket man,['Comedy'],dataset/images/1646.jpg
3186,"girl, interrupted",['Drama'],dataset/images/3186.jpg
2978,three to tango,"['Comedy', 'Romance']",dataset/images/2978.jpg
2568,the mod squad,"['Action', 'Crime']",dataset/images/2568.jpg
903,vertigo,"['Mystery', 'Thriller']",dataset/images/903.jpg
341,double happiness,['Drama'],dataset/images/341.jpg
2655,howling ii: your sister is a werewolf,['Horror'],dataset/images/2655.jpg
2448,virus,"['Horror', 'Sci-Fi']",dataset/images/2448.jpg
1836,the last days of disco,['Drama'],dataset/images/1836.jpg
